id,direction_line_text
35097,Completa las oraciones con mandatos de la forma <b>nosotros/as</b> de los verbos en la lista.
35127,Look over these useful words before you watch the video.
35137,Haz clic en la palabra o frase que no está relacionada con el grupo.
35141,"Pon el video. Después, grábate a ti mismo/a (<span lang=""en-US""><i>record yourself</i></span>) repitiendo lo que (<span lang=""en-US""><i>what</i></span>) escuchaste. Luego, compara tu pronunciación con la de los personajes."
35143,
35152,Busca la respuesta que mejor completa cada oración.
35170,Escribe la forma correcta de las palabras.
35225,You will hear eight sentences. Each will be said twice. Listen carefully and write what you hear.
35251,You will hear some sentences. Decide if they are <b>lógico</b> or <b>ilógico</b>.
35266,Selecciona la palabra que no está relacionada con cada grupo.
35274,
35281,"Pon el video. Después, grábate a ti mismo/a (<span lang=""en-US""><i>record yourself</i></span>) repitiendo lo que (<span lang=""en-US""><i>what</i></span>) escuchaste. Luego, compara tu pronunciación con la de Inés y Maite."
35283,
35301,Completa cada afirmación con la mejor opción según el episodio.
35328,Completa cada oración con la opción correcta.
35335,Escoge la opción correcta para completar cada oración.
35346,Completa las oraciones usando las palabras de la lista en su forma correcta.
35374,
35376,Haz clic en el adverbio que completa la oración correctamente.
35392,Completa cada oración con la palabra correcta de la lista. Haz los cambios necesarios.
35398,Completa las oraciones con  <i><b>por</b></i>  o <i><b>para</b></i>.
35401,Indica las formas tónicas (<i>stressed</i>) de estos adjetivos posesivos y los pronombres posesivos correspondientes.
35402,Forma oraciones con estas palabras. Usa el presente y haz los cambios necesarios.
35403,Completa cada oración con el pronombre posesivo que corresponde al pronombre entre paréntesis.
35419,Completa cada oración con la opción correcta.
35421,Completa las oraciones con palabras de la lista.
35425,Haz clic en la palabra o frase que no está relacionada con el grupo.
35439,"Pon el video. Después, grábate a ti mismo/a (<span lang=""en-US""><i>record yourself</i></span>) repitiendo lo que (<span lang=""en-US""><i>what</i></span>) escuchaste. Luego, compara tu pronunciación con la de los personajes."
35455,Busca la respuesta que mejor completa cada oración.
35528,"Completa las oraciones con mandatos formales <span lang=""en-US""><i>(formal commands)</i></span>, usando los verbos de las listas. "
35541,Selecciona el verbo correcto para completar cada oración.
35543,Completa las oraciones usando el subjuntivo de los verbos de la lista.
35549,Completa cada oración con la opción correcta.
35557,"Llena los espacios con <b>h</b>, <b>ll</b> o <b>y</b>."
35588,"Look at the picture. Then, judging from your perspective, select the preposition from the drop-down menu that best completes each sentence."
35608,"Pon el video. Después, grábate a ti mismo/a (<span lang=""en-US""><i>record yourself</i></span>) repitiendo lo que (<span lang=""en-US""><i>what</i></span>) escuchaste. Luego, compara tu pronunciación con la del/de la hablante."
35611,Completa cada oración con la opción correcta.
35646,Haz clic en los íconos para oír las palabras.
35650,Click on the icons to hear the dialogues. 
35652,Click on each icon to hear the person's relationship to José Miguel.
35654,"<span lang=""en-US"">Click on the icons to hear vocabulary words from this lesson.</span>"
35655,"<span lang=""en-US"">Click on the icons to hear vocabulary words from this lesson.</span>"
35656,Haz clic en los íconos para oír las palabras.
35657,Haz clic en los íconos para oír las palabras.
35659,Haz clic en los íconos para oír las palabras.
35677,Indica si lo que dice cada oración es <b>cierto</b> o <b>falso</b>.
35682,Completa las oraciones con la forma correcta del futuro del verbo entre paréntesis.
35696,Completa cada oración con la opción correcta.
36065,
36066,Haz clic en los íconos para oír las palabras.
36095,Write sentences using the elements provided. Use the subjunctive of the verbs when required.
36178,Complete the paragraph with the correct forms of <b>ir</b>.
36305,"<span lang=""en-US"">Complete these sentences using words from the word bank.</span>"
36307,"Listen to Professor Morales talk about her Spanish classroom, then indicate with <b>sí</b> or <b>no</b> whether she mentions the items listed."
36355,Label the food item shown in each drawing. Include the definite article.
36450,"Look at the drawings and, using the appropriate phrase from the word bank, describe in a complete sentence what Ángel or Lupe is doing. (For examples, see <popup>La rutina diaria</popup> [be sure to select ""show text""] or your textbook.)"
37324,Match a subject from the word bank to each verb phrase. Then write complete sentences for the pairs using the imperfect.
37392,Choose the word that does not belong in each group.
37395,Select the appropriate category for these words.
37403,Complete these sentences with the correct forms of the verbs in parentheses.
37462,"Look at the video still. Imagine what Mari Carmen will say about soccer in Spain, and write a two- or three-sentence introduction to this episode."
37526,Choose the appropriate form of the verb <b>ir</b> to complete each sentence.
37540,Complete this conversation with the appropriate form of the verbs in parentheses.
37541,Choose the answer that best completes each sentence.
37615,
37699,Listen to each conversation and indicate whether what you hear is <b>lógico</b> or <b>ilógico</b>.
37700,Margarita is having an all-day party to celebrate her twentieth birthday. Listen to the conversations and indicate whether each guest is arriving (<b>llega</b>) or leaving (<b>sale</b>).
37708,Indicate if each statement is <b>cierto</b> or <b>falso</b>.
37709,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
37714,Identify the person or people who make(s) each of these statements.
37716,Provide the opposite gender form for each word.
37720,"If the word is singular, make it plural. If it is plural, make it singular."
37721,Complete the paragraph with the appropriate articles.
37727,"Following the pattern, provide the missing numbers in Spanish."
37729,Choose the item that does not belong.
37736,Complete the conversation with the appropriate form of <b>ser</b>.
37738,Match each time with the correct statement.
37740,Choose the answer that best completes each sentence.
37768,Complete this conversation by selecting one word for each blank.
37771,Click on the icons to hear vocabulary words from this lesson. 
37777,Choose the word or phrase that does not belong in each group.
37786,Complete these sentences with the correct form of <b>ser</b>.
37793,Write questions for these answers.
37795,Use complete sentences to tell the time. Type out the numbers. Make sure to follow the model.
37840,Choose the category that best describes each activity.
37881,Complete this conversation with the appropriate form of the verbs in parentheses.
37886,Choose the answer that best completes each sentence.
37899,"<span lang=""en-US"">Complete the paragraph with the present tense of the verbs in parentheses.</span>"
37976,Listen to each question and choose the most logical response.
37993,Look over these useful words before you watch the video.
38007,
38055,Completa las oraciones con el superlativo de las palabras de la lista.
38325,"Imagine that you have just met the man or woman of your dreams, who speaks only Spanish! Don’t be shy! In the space provided, write down what the two of you would say in your first conversation to get to know each other."
38402,"Most Argentinians use the pronoun <b>vos</b> instead of <b>tú</b> when talking to friends. In some cases, the verb in the <b>vos</b> form is different from the <b>tú</b> form; in others, it is the same. Look at the questions with <b>vos</b>. Can you guess what the <b>tú</b> equivalent is?"
38403,Click on the icons to hear vocabulary words from this lesson. 
38405,Indicate to which category each word belongs.
38407,Indicate to whom each statement refers.
38411,Complete each sentence with the correct words based on the video.
38415,Complete the paragraph with the correct words from the word bank.
38416,Search the Internet to learn about UNAM extension schools.
38423,Complete each sentence with the correct form of the verb in parentheses.
38425,Irene and Manolo are chatting in the library. Complete their conversation with the appropriate questions.
38428,"<span lang=""en-US"">Choose the option that best answers each question.</span>"
38431,Change these sentences into questions by inverting the word order. 
38432,Fill in the blanks with the interrogative word indicated in parentheses.
38438,Provide these basketball scores in Spanish.
38450,Solve the math problems. Provide the Spanish words for the numbers. Follow the model.
38452,Use <b>ser + de</b> (or <b>del</b>) to indicate that the object belongs to the person or people listed.
38596,"<span lang=""en-US"">Read each group of items. Then select the word that describes a category for the group.</span>"
38600,"<span lang=""en-US"">Complete these sentences using words from the word bank. Words may only be used once.</span>"
38601,"<span lang=""en-US"">Write the missing forms of each verb in the present tense. </span>"
38625,"<span lang=""en-US"">Make questions out of these statements by inverting the word order.</span>"
38626,"<span lang=""en-US"">Choose an interrogative word from the list to write a question that corresponds with each response.</span>"
38629,"<span lang=""en-US"">Write the interrogative word or phrase that makes sense in each question.</span>"
38630,"<span lang=""en-US"">Complete these sentences with the correct present-tense form of the verb </span> <b>ser</b> <span lang=""en-US"">or </span> <b>estar</b>."
38631,"<span lang=""en-US"">Complete this cell phone conversation with the correct forms of</span> <b>estar</b>."
38632,"<span lang=""en-US"">Complete this conversation with the correct forms of</span> <b>ser</b> <span lang=""en-US"">and</span> <b>estar</b>."
38633,"<span lang=""en-US"">Provide the words for these telephone numbers.</span>"
38637,"<span lang=""en-US"">Use the pie chart to complete these sentences. Write out the Spanish numbers in words.</span>"
38651,"Imagine that a parent calls a college student during the second week of courses. Write questions that the parent might ask about the son or daughter’s schedule, courses, and campus life. Use the cues provided. Then write possible answers."
38680,Where do most Hispanics in the U.S. and Canada come from? Rank the regions and states from 1 (most) to 5 (least).
38681,Unscramble the words to complete the sentences.
38698,"<span lang=""en-US"">Based on the impressions you got of the four travelers in Lesson 1, write the names of the classes you think each person is taking or of the classes you think each person is most interested in. Be sure to write in Spanish.</span>"
38818,Complete each statement with the word that best matches each description.
38819,Indicate whether each statement is <b>cierto</b> or <b>falso</b>.
38821,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
38822,Choose the answer that best completes each sentence.
38825,
38827,Complete this paragraph with the correct options.
38834,Choose the item that does not fit in each group.
38842,Complete the paragraph with the appropriate possessive adjective.
38846,Choose the verb that best completes each sentence.
38848,"<span lang=""en-US"">Provide the appropriate forms of</span> <b>tener</b> <span lang=""en-US"">and</span> <b>venir</b>."
38851,Match each item with the corresponding phrase.
38852,Rewrite each sentence using the subject in parentheses and changing the verb form as needed. Follow the model.
38972,"<span lang=""en-US"">Use the adjective in parentheses that agrees with each subject to create descriptive sentences about them.</span>"
38975,"<span lang=""en-US"">Read the names and origins of the people in this tour group. Then create sentences saying what city they are from and what their nationalities are. Follow the model.</span>"
38977,"<span lang=""en-US"">Complete each sentence with the correct form of each adjective in parentheses.</span>"
38979,"<span lang=""en-US"">Answer these questions using possessive adjectives and the words in parentheses.</span>"
38986,"<span lang=""en-US"">Write complete sentences using the correct forms of the verbs in parentheses.</span>"
38993,"<span lang=""en-US"">Complete each sentence with the correct expression.  Make sure to conjugate the verb</span> <b>tener</b> <span lang=""en-US"">in the present tense according to the context of the sentence.</span>"
38994,"<span lang=""en-US"">Choose an interesting relative of yours and write a description of that person. Answer these questions in your description.</span>"
39001,Watch the <b>Resumen</b> segment of this video module and indicate whether each statement is <b>cierto</b> or <b>falso</b>.
39003,Select the word or words that best completes each sentence.
39233,Look at the illustration and fill in the blanks with the names of the numbered items.
39235,Indicate the item in each group that does not belong.
39237,Indicate whether each sentence is <b>cierto</b> or <b>falso</b>.
39239,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
39245,Search the Internet to learn more about indigenous textiles.
39250,Select the option that best summarizes this episode.
39275,Choose the appropriate demonstrative adjective or pronoun that best completes the sentence.
39312,
39316,Complete the sentences using the words from the list.
39318,
39319,
39332,Read this description of Marisol. Then imagine that you are Marisol and rewrite the paragraph using the <b>yo</b> forms of the verbs. The first sentence has been done for you.
39340,Complete the answers to the questions.
39344,Complete these sentences with the correct form of the adjective in parentheses.
39348,"Answer these questions negatively, using the cues in parentheses and the corresponding demonstrative adjectives."
39351,Look at the illustration and complete this conversation with the appropriate demonstrative adjectives and pronouns.
39353,Imagine that you went with your brother to an open-air market last weekend. This weekend you take a friend there.
39366,"Listen as each person talks about the clothing he or she needs to buy, then choose the activity for which the clothing would be appropriate."
39390,Check off all the cognates you hear during the video.
39391,Complete the sentences with words from the word bank.
39392,Indicate whether you see these activities while watching the video.
39393,Indicate whether each statement is <b>cierto</b> or <b>falso</b>.
39476,
39477,
39478,
39487,Put these events in the correct order.
39493,Complete each statement with the correct option.
39499,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
39530,Choose the answer that best completes each sentence.
39533,Search the Internet to learn about a popular Peruvian tourist destination.
39555,Complete these sentences.
39557,"<span lang=""en-US"">Provide the present tense forms of</span> <b>estar</b>."
39583,Complete the paragraph with the correct form of the words in parentheses.
39658,"Based on Laura’s <popup>Teléfonos importantes</popup> contact list, indicate whether these statements are <b>cierto</b> or <b>falso</b>."
39666,Pay attention to Silvina's actions and put them in the correct order.
39668,Indicate who would make each of these statements.
39670,Write a conversation you would have with a friend whom you have not seen in a long time. Include the expressions provided.
39672,"Describe two aspects of this episode that caught your attention: people, their physical proximity, activities they do, etc. Then, explain how those are similar or different in your own culture. You may use English."
39674,Complete each statement with the correct option.
39681,Indicate whether each statement is <b>cierto</b> (<i>true</i>) or <b>falso</b> (<i>false</i>) based on the <popup>reading</popup>.
39683,"Based on the information in the <popup>reading</popup>, answer these questions using complete sentences."
39685,Indicate whether each statement is <b>cierto</b> (<i>true</i>) or <b>falso</b> (<i>false</i>).
39687,Imagine that you are one of the Valdivieso children and that Mónica asks you about your likes and dislikes. Select one of the children and write a paragraph using the cues provided.
39689,Andy's parents just found out that he has a girlfriend. Imagine that you are being introduced to her for the first time. Write five questions they would ask her.
39695,Put Randy's actions in the correct order.
39697,"Imagine that Randy wants to buy an item of clothing that he really likes, but he doesn't have enough money to pay the full price. Write a conversation between Randy and a salesperson in which Randy negotiates the price. Be creative!"
39699,Answer these questions.
39704,"<span lang=""en-US"">Flip the cards to match the numerals with the appropriate words.</span>"
39706,"<span lang=""en-US"">Put the numbers in numerical order, from lowest to highest.</span>"
39714,"<span lang=""en-US"">Complete each sentence with the preterite form of a verb from the word bank.</span>"
39722,"<span lang=""en-US"">Choose the most appropriate indirect object pronoun for each sentence, according to the context.</span>"
39738,Rewrite these sentences in the preterite tense.
39760,"Your friend asks you whether you did these activities last week. Write each question, then answer it affirmatively or negatively."
39761,Complete these sentences with the correct indirect object pronouns.
39763,"Rewrite these sentences, replacing the indirect objects with indirect object pronouns."
39766,"Rewrite these sentences, using an alternate placement for the indirect object pronouns."
39847,Complete each sentence by choosing the best verb and writing its correct form.
39851,Alfredo’s Spanish class is preparing to travel to Puerto Rico. Use the present progressive of the verb in parentheses to complete Alfredo’s description of what everyone is doing.
39857,"<span lang=""en-US"">Form complete sentences by using the correct form of</span> <b>ser</b> <span lang=""en-US"">or</span> <b>estar</b>, <span lang=""en-US"">the correct form of each adjective, and any other necessary words.</span>"
39862,Choose the answer that best completes each sentence.
39866,Indicate whether each adjective takes <b>ser</b> or <b>estar</b>. <b>¡Ojo!</b> Three of them can take both verbs. 
39869,"<span lang=""en-US"">Complete each sentence with the correct form of</span> <b>ser</b> <span lang=""en-US"">or</span> <b>estar</b>."
39877,Choose the sentence in which the direct object is replaced by the correct direct object pronoun.
39899,Ordena la rutina de Fabio de manera lógica.
39913,Indica si las frases son <b>ciertas</b> o <b>falsas</b>.
39922,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
39929,Investiga en Internet para aprender más sobre las costumbres y la comida en España.
39964,Cambia las siguientes frases para que sean negativas.
39968,"Completa las oraciones de forma lógica usando <b>algún, nunca</b> o <b>nadie</b>."
39978,Completa las siguentes frases usando el pretérito de <b>ir</b> y <b>ser</b>.
39983,Escribe el presente del verbo reflexivo.
39990,Completa el párrafo con la forma apropiada de los verbos <b>ser</b> o <b>ir</b>.
40018,"<span lang=""en-US"">Provide the correct articles.</span>"
40023,"<span lang=""en-US"">Provide the correct subject pronoun and present tense form of <b>ser</b> for each subject.</span>"
40026,"<span lang=""en-US"">Complete these sentences.</span>"
40029,Provide the present tense forms of the verbs in parentheses.
40032,Make two questions from each statement. Use intonation for the first one and the tag <b>¿no?</b> for the second.
40041,"<span lang=""en-US"">Provide the correct forms of the adjectives.</span>"
40046,"<span lang=""en-US"">Provide the appropriate form of each possessive adjective.</span>"
40053,"<span lang=""en-US"">Give the preterite form of the verb indicated.</span>"
40055,"<span lang=""en-US"">Provide the correct indirect object pronoun for each sentence.</span>"
40058,"<span lang=""en-US"">Provide the correct form of the demonstrative adjective and demonstrative pronoun for these nouns.</span>"
40108,"Look at the <popup>paragraphs</popup> and guessing meaning from its context, find the translation of the words in the list. "
40112,Indicate whether each statement is <b>cierto</b> o <b>falso</b> based on the information in the <popup>advertisement</popup>. 
40113,Answer these questions in complete sentences based on the information in the <popup>advertisement</popup>.
40115,"Después de leer el <popup>texto</popup>, responde a estas preguntas con oraciones completas"
40236,"<span lang=""en-US"">Based on the information provided in the <popup>reading</popup>, answer these questions in Spanish. Use complete sentences.</span>"
40237,"<span lang=""en-US"">Based on <popup>the article</popup>, indicate whether these statements are</span> <b>cierto</b> <span lang=""en-US"">or</span> <b>falso</b>."
40258,Complete each sentence with the correct present tense forms of the verb in parentheses.
40262,Complete each sentence with the correct reflexive verbs. You may use some verbs more than once.
40265,Complete the paragraph with reflexive verbs from the word bank. Not all verbs will be used. Do not use any verb more than once.
40267,Complete the sentences with indefinite and negative words from the word bank.
40269,Complete the sentences with negative words.
40283,Complete the sentences with the preterite of <b>ser</b> or <b>ir</b>. Then write the infinitive form of the verb you used.
40285,Complete the paragraph with the preterite of <b>ser</b> or <b>ir</b>. Then write the infinitive form of the verb you used.
40289,"Rewrite each sentence, substituting the subject with the one in parentheses."
40295,Interview a friend or relative about an interesting vacation he or she took.
40309,Listen to this conversation between Felipe and Mercedes. Then decide whether the statements are <b>cierto</b> or <b>falso</b>.
40322,Look at the video still and describe in Spanish what you see. Your description should answer these questions: Where is Javier? Who is Javier talking to? What is the purpose of their conversation?
40324,Watch the <b>Resumen</b> segment of this video module and fill in the missing words in these sentences.
40338,Complete this paragraph about tapas.
40340,
40356,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
40534,Haz clic en los íconos para oír las palabras.
40538,Escucha la conversación y contesta las preguntas.
40541,Completa las oraciones.
40545,Contesta estas preguntas.
40547,Identifica quién puede decir estas oraciones.
40549,Completa estas oraciones con la mejor opción.
40555,Indica cuál de las dos opciones resume mejor este episodio.
40560,Completa estas frases con el pretérito de los verbos indicados.
40563,Completa cada oración con el pretérito del verbo apropriado de la lista. 
40570,Completa el diálogo con el pretérito de los verbos entre paréntesis.
40572,Cambia los verbos del presente al pretérito.
40579,Forma oraciones con estos elementos. Usa el pretérito y haz todos los cambios necesarios.
40581,Ordena las frases de la conversación entre Teresa y Celia.
40585,Completa las oraciones con las expresiones de la lista.
40589,Combina los elementos para formar oraciones lógicas.
40591,Completa las oraciones con los pronombres relativos correspondientes.
40593,Escoge el pronombre relativo que mejor completa cada oración.
40596,"Completa las preguntas con <b>¿qué?</b> o <b>¿cuál(es)?</b>, según el contexto."
40600,Completa los minidiálogos con las palabras interrogativas correctas.
40604,Tu clase de español va a crear un sitio web. Completa estas preguntas con alguna(s) palabra(s) interrogativa(s).
40607,Completa cada pregunta con una palabra interrogativa.
40650,Responde a estas preguntas con oraciones completas.
40726,"Label the following terms as <b>estado civil, fiesta,</b> or <b>etapa de la vida.</b>"
40728,Label the stage of life in which these events would normally occur.
40731,Complete these sentences with the preterite of the verb in parentheses.
40733,"Complete these sentences using the preterite of <b>decir, conducir, traducir,</b> and <b>traer</b>."
40735,Rewrite these sentences in the preterite tense.
40738,Create sentences using the elements provided. Use the preterite tense of the verbs.
40746,Complete these sentences with the preterite tense of the verbs in parentheses.
40757,"Complete the sentences with <b>que</b>, <b>quien</b>, <b>quienes</b>, or <b>lo que</b>."
40761,"Complete the paragraph with <b>que</b>, <b>quien</b>, <b>quienes</b>, or <b>lo que</b>."
40763,"Write a paragraph about a party. Be sure to use <b>que</b>, <b>lo que</b>, <b>quien</b>, and <b>quienes</b>."
40768,"Complete these sentences with <b>qué, cuál,</b> or <b>cuáles</b>."
40774,"Research the life of a famous person who has had a stormy personal life, such as Elizabeth Taylor or Henry VIII. Write a brief biography of the person.  "
40807,Listen to this radio commercial and choose the most logical response to each question.
40819,Look over these useful words before you watch the video
40822,Complete this paragraph about la Navidad en Puerto Rico.
40834,Imagine that you are an exchange student in Puerto Rico and that you are attending this celebration. You are dancing on the street when suddenly Diego spots you and decides to interview you. Tell him how you feel and what cultural aspects catch your attention.
40855,
40859,
40909,Escucha las preguntas y selecciona la respuesta más adecuada.
40917,Completa las oraciones con una palabra de la misma familia de la palabra subrayada. Usa la forma correcta de cada palabra.
40918,Mira <popup>el dibujo</popup> y contesta las preguntas.
40921,Decide si estas oraciones son <b>ciertas</b> o <b>falsas</b>.
40922,Pon estos eventos en el orden correcto.
40924,"Pon el video. Después, grábate a ti mismo/a (<span lang=""en-US""><i>record yourself</i></span>) repitiendo lo que (<span lang=""en-US""><i>what</i></span>) escuchaste. Luego, compara tu pronunciación con la de la doctora Márquez."
40925,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
40927,Completa las oraciones con la información correcta.
40928,Investiga en Internet para aprender más sobre los servicios médicos a domicilio.
40932,Indica si las oraciones son <b>ciertas</b> o <b>falsas</b>.
40938,Escribe la forma del imperfecto de cada verbo de acuerdo con el pronombre indicado.
40940,Forma oraciones con estos elementos. Usa el imperfecto.
40941,Completa cada oración con el imperfecto del verbo indicado.
40944,Choose the item that does not fit in each group.
40948,Completa las frases en la primera parte con <b>se</b> impersonal y los verbos en presente. Completa las frases de la segunda columna con <b>se</b> para sucesos imprevistos (<i>unplanned events</i>) y los verbos en pretérito.
40949,Indica si lo que dice cada oración sobre la vida en 1901 es <b>cierto</b> o <b>falso</b>.
40951,"Completa las oraciones utilizando construcciones con <b>se</b>. Usa los verbos <b>hacer, jugar, prohibir, servir,</b> o <b>vender.</b>"
40953,"Da la vuelta a (<span lang=""en-US""><i>flip</i></span>) las cartas para emparejar las oraciones con los dibujos correspondientes."
40958,Completa los minidiálogos usando las construcciones con <b>se</b> de las palabras entre paréntesis.
40962,Transforma los adjetivos en adverbios.
40963,Completa las oraciones con los adverbios adecuados.
40966,Completa las oraciones con los adverbios adecuados.
40968,Haz clic en el adverbio que completa la oración correctamente.
40969,Completa el párrafo con los adverbios de la lista de palabras. Puedes usar el mismo adverbio más de una vez.
41019,
41025,Completa cada oración con la opción correcta.
41031,
41033,
41036,
41041,Escoge la opción que mejor completa la oración. 
41048,
41050,Escoge la opción correcta para completar cada oración.
41065,
41070,
41089,Indicate where you would go in each of the following situations.
41090,"Select the appropriate category for each item.<br />NOTE: tratamiento = (<i>treatment</i>)"
41095,Complete the sentences with the correct words.
41099,Choose the logical sentences to complete the dialogue.
41102,Complete the sentences with the imperfect forms of the verbs in parentheses.
41109,Javier is thinking about his childhood&mdash;how things were then and how they are now. Write two sentences comparing what Javier used to do and what he does now.
41115,Complete the sentences with verbs from the word bank. Use impersonal constructions with <b>se</b>.
41121,Complete the sentences with the correct indirect object pronouns.
41127,Create sentences using the elements provided and impersonal constructions with <b>se</b>. Use the preterite tense of the verbs.
41131,Complete the sentences by changing the adjectives in the first sentences into adverbs in the second.
41134,Complete the sentences by changing the adjectives in the first sentences into adverbs in the second.
41140,Complete the sentences with adverbs and adverbial expressions from the word bank. No word or expression should be used more than once. 
41144,Complete the sentences with the adverbs or adverbial phrases that correspond to the words in parentheses.
41148,"Answer the questions using the adverbs and adverbial phrases that you learned in this lesson. Do not repeat the adverb or adverbial phrase of the question. Then, say how long ago you last did each activity."
41149,Think of a summer in which you did a lot of different things on vacation or at home. 
41156,Write a brief description of each of the words given.
41158,Read each statement and choose the logical response.
41170,Some or all of the type is missing on the signs below. Listen to the speaker and write the appropriate text below each sign. The text for each sign will be repeated.
41182,You will hear four brief conversations. Choose the phrase that best completes each sentence.
41183,Describe the video stills. Write at least three sentences in Spanish for each still.
41184,Complete the sentences with words from the word bank.
41186,Look over these useful words and expressions before you watch the video.
41189,"Based on the video stills, write what you think the video will be about."
41197,Answer the questions in Spanish.
41204,Look over these useful words and expressions before you watch the video.
41214,Describe the video stills. Write at least three sentences in Spanish for each one.
41220,Look over these useful words before you watch the video.
41245,
41246,
41250,
41355,Escucha las frases e indica si son <b>lógicas</b> o <b>ilógicas</b>.
41358,Indica la palabra que no está relacionada.
41361,
41362,Escoge la respuesta que completa cada oración.
41363,Contesta las preguntas.
41369,Escribe la forma del pretérito que corresponde al sujeto de cada verbo.
41371,Completa las frases.
41374,Escribe el pronombre que falta en cada frase.
41377,Escoge el pronombre de objeto directo o indirecto que mejor complete cada oración.
41380,Completa las frases con la forma apropiada de <b>saber</b> o <b>conocer</b>.
41392,Completa las oraciones para formar comparaciones de igualdad.
41399,Completa el diálogo con el superlativo o comparativo apropiado.
41426,"Después de leer <popup>el texto</popup>, completa cada oración con la opción correcta."
41429,Responde a estas preguntas con oraciones completas según la información del <popup>texto</popup>.
41466,
41470,
41485,Complete the paragraph by selecting the correct words.
41496,
41498,Listen to each situation and choose the appropriate <b>tener</b> expression. Each situation will be repeated.
41504,"Read the lists of meals, then categorize when the meals would be eaten."
41509,"Rewrite each sentence, conjugating the verbs into the preterite tense."
41512,"For each sentence, choose the correct verb from those in parentheses. Then complete the sentence by writing the preterite form of the verb."
41519,Answer these questions using complete sentences.
41520,Complete the letter with the preterite form of the verbs from the word bank. Use each verb only once.
41522,"Rewrite each sentence, replacing the direct objects with direct object pronouns."
41526,"Read the two dialogues. Then answer the questions, using double object pronouns."
41538,Complete the sentences with the Spanish of the comparison in parentheses.
41546,"Write sentences that compare the two items, using the adjectives in parentheses."
41547,Complete these sentences with the correct form of <b>estar</b> + condition or emotion.
41553,Complete the sentences with the correct comparisons.
41559,"In each of the following pairs, complete one sentence with the correct form of <b>ser</b> and the other with the correct form of <b>estar</b>."
41562,Write sentences using the cues and either <b>ser</b> or <b>estar</b> as appropriate.
41564,Complete this paragraph with the correct forms of <b>ser</b> and <b>estar</b>.
41570,"Rewrite each sentence, using absolute superlatives."
41576,Answer the questions affirmatively with the words in parentheses.
41579,Read the pairs of sentences. Then write a new sentence that compares them.
41589,"Imagine that you won a trip to South America. Choose one of the countries described: <b>Venezuela</b>, <b>Colombia</b>, <b>Ecuador</b>, or <b>Perú</b>. Write a paragraph explaining your reasons for choosing that country."
41592,"Conduct a survey of several people about a recent experience they had at a restaurant. Then, ask them to compare the service, the food, the prices, and the ambience of the restaurant to those of others."
41654,"In Spanish, list the three things you found most interesting in this video and explain your choices. Use complete sentences."
41657,Answer the question about these video stills. Use complete sentences.
41661,Answer these questions in Spanish. Use complete sentences.
41664,"<span lang=""en-US"">Choose</span> <b>sí</b> <span lang=""en-US"">or</span> <b>no</b> <span lang=""en-US"">to indicate whether you hear these verbs while watching the video.</span>"
41666,"<span lang=""en-US"">Answer the questions in Spanish. Use complete sentences.</span>"
41671,Complete the sentences with words from the word bank.
41679,Match these expressions to the appropriate situations.
41682,"Research one of these typical dishes or drinks from the Hispanic world. Find out about its ingredients, where it is typical, and any other information that you find interesting."
41735,
41736,
41737,
41738,
41744,Investiga en Internet para aprender más sobre las empanadas.
41746,Indica si las oraciones son <b>ciertas</b> o <b>falsas</b>.
41760,Complete these sentences.
41772,Esucha las preguntas e indica la respuesta correcta.
41773,Escucha la conversación y completa las frases.
41779,Escoge la respuesta correcta.
41780,Indica si lo que dicen estas oraciones es <b>cierto</b> o <b>falso</b>.
41782,Contesta las preguntas con oraciones completas.
41783,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
41784,Completa las oraciones con la información correcta.
41793,Indicia si lo que dicen estas oraciones es <b>cierto</b> o <b>falso</b>.
41798,Escoge la opción correcta para cada oración.
41804,Haz clic en el verbo que corresponde a cada pronombre.
41806,Completa las oraciones usando el subjuntivo del verbo entre paréntesis.
41809,Completa cada frase con la forma correcta del verbo indicado.
41812,Completa el diálogo con las palabras de la lista.
41814,Selecciona el verbo correcto para completar cada oración.
41816,Completa las oraciones usando el subjuntivo de los verbos de la lista.
41817,Reescribe cada oración con la forma apropiada de los verbos. Sigue el modelo.
41847,Completa cada oración con la opción correcta según la información <popup>del mapa</popup>.
41849,Responde a las preguntas sobre <popup>el texto</popup>. Usa oraciones completas.
41863,Escoge la opción que mejor completa la oración según la información <popup>del mapa</popup>.
41885,Escoge la opción correcta para completar cada oración.
41892,
41893,
41894,
41902,Escucha la conversación entre un joven y el empleado de una gasolinera. Después completa las oraciones.
41905,Completa la conversación con las palabras de la lista.
41916,Escribe oraciones usando estos elementos. Usa el pretérito y añade las palabras necesarias.
41917,Mira el dibujo y contesta las preguntas.
41930,
41934,
41938,
41943,"Label these items as belonging to <b>la cocina, la sala,</b> or <b>la alcoba</b>."
41945,Select the word that doesn’t belong in each group.
41946,Escribe las oraciones de nuevo (<i>again</i>) marcando los acentos en las palabras que los necesitan.
